Id,Label,description,timeset,viewCount,subscriberCount,hiddenSubscriberCount,videoCount
UCngQOW5JwOAgKJLb5wIgUGA,しょこたんchannel,"はいどうも！しょこたんです。いつもご視聴ありがとうございます。毎日一日一本目指して頑張ります。
基本的には、ゲーム実況や猫の動画とか、歌ってみたとか動画をアップしていきたいと思います。
基本的にすべてにおいて初心者です（笑）でも、コツコツ楽しみながらアップしたいと思っています。
すこしでも、見てくれた人が笑ってくれたらいいなと思っています笑笑

Twitterもやってます＾＾

https://twitter.com/channel24145500/status/1298251081424621569?s=21

フォロー宜しくお願いします＾＾




少しでもいいねと思ったら、
チャンネル登録、高評価宜しくお願いします(*´∀｀*)


参加型の動画配信の際は、
こちらをチェック✳︎

コメントにて、
「参加希望」と伝えてもらえれば、
みんなで、楽しくわいわい
できたらいいなーと思ってます(о´∀`о)


APEX配信の時は、
短いと2戦交代！
長い時は、1戦交代になる場合もあります＾＾
そのあたりも、
ご理解と宜しくお願いします(´∀｀)


ただし、
喧嘩に繋がるようなのは、
しょこたん注意したりするかもです^o^
ご了承くださいませー(^-^)
わたし自身、
ゲームがすごく下手です。。。
その点、ご理解と宜しくお願いします（ ;  ; ）

そして、うるさいですw
鼓膜には気をつけてお越し下さいませ(*´꒳`*)
鼓膜キラーより！",2017-08-31T14:42:18Z,90290,1090,False,1127
UC73L2dX26WmXBjTjBVH6EVA,「渡嘉敷勝男公式」トカちゃんねる,"元WBA世界ライトフライ級チャンピオン渡嘉敷勝男公式チャンネルです。

Former WBA(World Boxing Association) Light Flyweight Champion Katsuo Tokashiki’s Official YouTube Channel

ボクシングを中心に、格闘技界の話題、渡嘉敷ボクシングジムの話題などを取り上げます。
",2017-09-26T06:58:54Z,6435989,28500,False,229
UCfLiXKHJ3EdMBDUeLjzmAvA,shizuokapref,,2010-10-19T15:57:21Z,8820091,11100,False,2742
UCG_khh159K-m7UX1ldLNK-g,池田レイラ,,2017-12-28T12:07:22Z,11952014,110000,False,37
UCPjt9uETP0eyzXE_ZaIjjOQ,My life on 地球,,2020-01-28T19:53:11.127415Z,4215,0,True,85
UCTNUzGFfCdUldW6SL_3fAVA,Chef Ropia,"Chef Ropiaとは
・調理師免許　・製菓衛生師　・第一種銃猟免状　・わな猟免状　・アマチュア無線技師４級　・サウンドアクター


イタリア料理や料理の魅力を伝えつつ、プロの料理人を目指す方々や料理好きの方に料理の世界を少しでも伝えていきたいと考えチャンネル運営をしております。

料理に答えは無い！がモットーです。イタリア料理の料理人なので現地の方が長年築きあげた食文化に敬意を表しながらレシピ作りを行っています。

◇Homepage  https://ropia.jimdo.com/
◇Twitter         https://twitter.com/ropia515
◇Instagram   https://www.instagram.com/chef_ropia/
◇ニコニコ　　   http://www.nicovideo.jp/my/mylist/#/50343159

コラボ、リクエスト、メッセージ等は動画内コメント・ツイッター・インスタグラムまたは下記アドレスまでご連絡下さい。
mail:  ristorantefloria@ybb.ne.jp",2014-11-12T04:31:08Z,82626991,469000,False,395
UC1DwGHpx63aza-pTz67cb-g,みるきースマイル/milky smile,"ご視聴ありがとうございます＾＾グルメ大好き！イベント大好き！お酒大好き！車中泊で旅もしてます【２０１９年はソロキャンもデビュー？】自然の中での料理も最高！そして、使って良かったなぁ～、行って良かったなぁ～・・・などなどをご紹介したいと思います＾＾ゆる動画ですがよろしくです

My animation is introducing a daily affair. That it was fun and that I thought a good thing and the affair which has happened actually are nice.
I'd like to challenge various things and make an animation. Please support.",2009-08-14T20:15:30Z,157670,1190,False,83
UCZ0bpNUWjBSoiX0UB55vAFw,HollywoodZakoshisyoh,"●ザコシの動画でポン！（YouTube）
ハリウッドザコシショウ製作の糞動画ガンガンＵＰ！",2009-09-25T16:31:03Z,22603282,174000,False,2416
UCRxAgfYexGLlu1WHGIMUDqw,JunsKitchen,"Thank you for visiting my channel! If you have a request, please leave a comment. :)
I am not professional chef. I just like cooking.
If you're also interested, I have an Instagram below, too.
Thank you!

My other channel (Rachel & Jun): https://www.youtube.com/RachelAndJun

お立ち寄りいただき、ありがとうございます。
週末に趣味で料理をしております。リクエストなど、
何でも気軽にコメントしていただければ幸いです。^^

(日本語字幕は新しいものから更新予定です)

メインチャンネル: https://goo.gl/GcxsSH",2012-11-12T02:38:12Z,331577152,4990000,False,33
UCTX3WImfRbFzdSi13nwx1rg,タイ王国料理食堂フォーシーズンズ,"ありがとうございます。おかげさまで20年

ご来店くださった沢山のお客様に支えられタイ料理を作り続ける事が出来ました。

皆様が大切な人、ご家族に料理を作るとき「美味しいって言ってもらえるかな？」と、ドキドキワクワクしながら作られるように僕もそんな気持ちでタイ料理をつくっています。

タイ料理の美味しさは唐辛子の辛さ、優しいココナッツミルクのマイルドな甘み、独自なパクチーの香り、そしてにんにくや、ナンプラーの旨味。
マナオやタマリンドの爽やかな酸味など「辛・甘・香・塩・酸」が渾然一体となって混ざり合い酷暑を乗りきるエキサイティングなテイストだと思います。

テーブルいっぱいにタイ料理が並びますが最後の仕上げに、ご自身の楽しいタイでの思い出を加えていただくと僕のタイ料理は完成します。

ようこそフォーシーズンズへ。

ごゆっくりお過ごしくださいませ。

家族一同心から感謝しております。",2014-02-20T12:44:51Z,20306,43,False,65
UCUIGY0-aR_A3l4c67N_t4hA,みはるんちゃんねる,"Hello！
The country living is being done in Satoyama with a dog with the family. They're the state of the cute dog and an amateur, but it's for a dish of a hobby, a gadget bag relation and a car relation.. I think if it can be opened while enjoying oneself. When channel registration and a comment can be enjoyed together by all means, I'm happy.
Channel registration from a lower link by all means, please.↓↓↓
https://www.youtube.com/channel/UCUIGY0-aR_A3l4c67N_t4hA?sub_confirmation=1

みはるんちゃんねると申します。
家族とワンコと共に里山で田舎暮らしをしております。
可愛いワンコの様子や素人ですが趣味の料理、ガジェット関係、車関係等...楽しみながら公開できたらと思います。
是非チャンネル登録とコメントなどご一緒に楽しんでいければ嬉しいです。

こちらのURLからぜひチャンネル登録をお願いします↓(^^)↓(^o^)↓(^^)↓(^o^)↓
https://www.youtube.com/channel/UCUIGY0-aR_A3l4c67N_t4hA?sub_confirmation=1",2012-10-25T12:04:03Z,93840,421,False,522
UCJBvjd90c8vIbgRtt1hgfwg,Machi's Sweets Cookingマチの洋菓子工房,"趣味と備忘録のつもりで動画投稿してます。投稿内容は主に自分が食べたいお菓子です。
最近は家庭用分量で作ってます。
良かったらチャンネル登録お願いします。",2011-08-28T14:48:39Z,77199637,286000,False,257
UCLsdm7nCJCVTWSid7G_f0Pg,ABEMA【アベマ】公式,"テレビ&ビデオエンターテインメント「ABEMA」の公式YouTubeです。

■「ABEMA」について

「ABEMA」は、2016年4月に本開局した、テレビ＆ビデオエンターテインメントとして展開する動画配信事業。
緊急速報をはじめとした24時間放送のニュースのほか、オリジナルのドラマや恋愛リアリティーショー、アニメ、スポーツなど、多彩な番組をお楽しみいただけます。
また、オリジナルエピソード数は国内発の動画サービスで日本No.1（※1）を誇り、 総エピソ ード数は常時26,000本以上を配信。
登録は不要 で、スマートフォンやPC、タブレット、主要なテレビデバイスにも対応し、いつでもどこでも、様々なシチュエーションで利用することができます。
さらに、通信量を半分に削減可能な「通信量節約モード」や、放送中の番組を最初から視聴することができる「追っかけ再生機能」など、
利便性を高めるための取り組みも積極的に行っています。
（※1） 2020年4月時点、自社調べ",2016-02-26T15:08:09Z,399340221,1510000,False,1585
UC9zY_E8mcAo_Oq772LEZq8Q,THE FIRST TAKE,"白いスタジオに置かれた、一本のマイク。
ここでのルールは、ただ一つ。

一発撮りのパフォーマンスをすること。
それ以外は、何をしてもいい。

一度きりのテイクで、何をみせてくれるだろうか。
一瞬に込められた想いを見逃すな。

■「THE FIRST TAKE」OFFICIAL SITE
https://www.thefirsttake.jp/

■「THE FIRST TAKE」 SNS
Instagram： https://www.instagram.com/the_firsttake/
Twitter： https://twitter.com/The_FirstTake
Tik Tok： https://vt.tiktok.com/BVKcVt/",2019-11-05T11:51:17.905563Z,669984102,3100000,False,125
UCl8E6NsjN979gbMBdztF48g,タケシ弁護士【岡野武志】,"高卒成り上がり弁護士です。

15年前に高卒で司法試験に合格し、未経験で弁護士事務所を開業したら、法律相談の電話が鳴り止まず、日本屈指の弁護士社長になりました。高校卒業後は渡米、10年間の放浪と無職フリーター借金生活の末、現在は限度額なしのアメックス・ブラックカードを保有しています。

【無料相談窓口】
一部の分野で、無料の法律相談を受け付けています。
まずはお電話ください。代金はいただきません。

《全国24時間対応中》
①会社を解雇クビになった　0120-984-406
②交通事故でケガを負った　0120-465-911
③逮捕、警察沙汰になった　0120-476-911
④ネット記事を削除したい　0120-226-911
⑤借金で破産を考えている　0120-145-911

【岡野武志とは】
高卒成り上がり弁護士
高卒で司法試験に合格した日本屈指の弁護士社長

《経歴》
本名：岡野武志
出身：笑いを愛する大阪人
中学：枚方市立東香里中学のサッカー部員
高校：大阪明星高校のハードコアバンド部員
大学：行かず、アメリカNYに2年半の逃避行
無職：18〜28歳の10年間、無職・フリーターで放浪
資格：28歳、高卒で旧司法試験（旧61期）に合格
起業：30歳、弁護士で即独立したら年収1億超え
経営：アトム弁護士法人を全国展開、IT企業を創業経営
現在：43歳、お笑い系社会派ユーチューバーに転身

《保有資格》
士業：弁護士（第二東京弁護士会：登録番号37890）、税理士
学位：Master of Law（LL.M. Programs）修了
英語：TOEIC925点

《成長記録》
2019.06.04 登録
2019.08.22 本編初投稿
2019.09.06 チャンネル登録者数1,000人突破！
2019.10.17 チャンネル登録者数10,000人突破！
0000.00.00 チャンネル登録者数100,000人突破！
0000.00.00 チャンネル登録者数500,000人突破！
0000.00.00 チャンネル登録者数1,000,000人突破！
0000.00.00 チャンネル登録者数3,000,000人突破！
",2019-06-05T05:39:37Z,13320698,81400,False,395
UCSEoj94-efoQhREyRWRySKA,手越祐也チャンネル,,2020-06-17T09:09:19.007998Z,107956354,1680000,False,76
UCzTeeF5DIjaXWLgPrRQVvww,decocookie,"Hi! i'm decocookie!;)
This channel introduces Japanese traditional sweets""Wagashi"" ,Popin'Cookin',Cooking Toy and original sweets.Basically,I'll post a new video(no-music) several times a month.

I make this channel with my husband.and we also have another channel ""Japanese stuff channel"",JSC is mainly made by him,he posts Japanese toy,food,and a variety of stuffs video every day, If you like our videos,please subscribe our channels;)

JSC(Japanese stuff channel)
https://www.youtube.com/user/japanesestuffchannel

i don't have any other SNS pages(for example,twitter,facebook,and instagram etc.) i only have this YouTube channel and Japanese Yahoo creators page.if you want to contact me,plz leave a comment on my newest video;)

decocookie♥channleは、日本の可愛くて面白い手作り系お菓子（和菓子、知育菓子等）を海外に紹介しているチャンネルです。基本的には音楽なしの動画を月に数回公開します。2018年秋からYahoo! Creatorsにも、日本語版動画を投稿しはじめました!",2012-01-01T10:44:29Z,508039675,1450000,False,614
UC3dvFSrkxgzMaDNMDb3CorQ,グルメと旅燦々と,,2012-12-18T10:22:19Z,83301,119,False,174
UCisCgODN_XZUC-s6Y9iwm7w,日食记官方频道 Cat's Kitchen,"我是姜老刀，经营着一间工作室。这里有十几个人，和一只不再流浪的猫。

平时，我是导片子的。在公司的茶水间，我也会给猫和小伙伴们做做饭，并拍成小短片，这就是《日食记》的由来。

简单生活，比诗更浪漫。
——————————————————————————————
【新浪微博：@日食记】
【微信平台：日食记】
【工作联络：sean@canbox.tv】
【BGM见片尾标注噢】

I’m Lao Dao. Normally I am a director running canbox.tv studio in Shanghai.

While in this special space, I like cooking for my friends, making videos and share them with you.

Here we have several animal keepers and a cat called Soobin. 

Thank you for your interest, and hope you enjoy our videos!
-----------------------------------------------------------------------------------------------------
Facebook Page: @CatsKitchenOfficial
Instagram: @catskitchen_official
Sina Weibo: @日食记
Wechat Platform: @日食记
Business Contact: sean@canbox.tv
BGM listed at the end of the video

媒体采访：https://36kr.com/p/5042771.html

愿温暖治愈你的心和胃。",2014-02-17T07:04:09Z,36285443,492000,False,478
UC0u1U_tzsUw8wmiMFJQJFWQ,莎莎的手作幸福料理,,2008-12-11T03:01:58Z,686760,2740,False,78
UCQyuRHcn8OOq_mwgsB-VPYA,飛騨季節料理肴,,2013-03-15T10:17:30Z,565601,735,False,351
UCXVErXFv_fzdIMjFpkIXHtg,まめたまの筋トレ日記,"早稲田卒社会人３年目サラリーマン兼筋トレYouTuber

自宅で出来る筋トレを中心に動画配信をしています。
諦めずに継続的な努力を積み重ねれば今の立ち位置がどうであろうと人はいくらでも変われます。

僕達は受験や筋トレを通して身を以てそれを学んできました。

「諦めずに継続する大切さ」を見てくださる視聴者の方に熱く伝え、少しでも役に立てるような動画制作を心掛けています。


お仕事関係のお問い合わせはこちらまでお願い致します。
mametamacho@gmail.com


2019/09/05  初投稿
2019/10/20  登録者100人達成
2019/12/13  登録者1000人達成
2020/05/19  登録者10000人達成
2020/07/18  登録者20000人達成
2020/08/17  登録者30000人達成
2020/08/27  登録者40000人達成
2020/09/19  登録者50000人達成
2020/12/04  登録者60000人達成",2019-08-10T21:53:00Z,6185257,61900,False,127
UCpRTROg3nHnOWVPVeMq4z_w,Yu Darvish,Yu Darvish Official YouTube Channel,2017-02-06T05:31:54Z,46553520,542000,False,104
UCgbjcHvWSPQ7en0LI5bMqJw,心理カウンセラー・ ラッキー,心理カウンセラー・ラッキーです。『聞き流すだけで幸せ力がアップする♪』そんなメディアを目指しています。公式サイト「しあわせ心理学・パンダの温度」,2018-10-26T23:59:01Z,34435617,303000,False,106
UCuSPai4fj2nvwcCeyfq2sIA,DHCテレビ,"「あなたの知りたい真実、ここにあります」

日本の知性を集結し、「真実を伝える」を旨とし、みなさまに日本の針路を定める指針を提供いたします。

DHCテレビYouTubeチャンネル
https://www.youtube.com/c/dhctv

DHCテレビYouTubeサブチャンネル
https://www.youtube.com/c/dhctelevision",2009-03-24T19:03:44Z,27762460,782000,False,32
UCkov8IM_YFpoFzQzc3BbwIg,レシピブログ,"レシピブログは料理ブログのポータルサイト。編集部制作の料理動画や人気料理ブロガーさんの投稿動画などなど、料理のポイントやコツを動画で楽しくご紹介します！
▼レシピブログの動画コーナーもチェック
 http://www.recipe-blog.jp/movie/
",2010-12-17T06:04:45Z,1732179,3950,False,349
UCse5btr-mRK4mbxRTmqRDpQ,ウキウキるんるんキッチン,"毎日のお料理が、ウキウキ楽しくなるような献立を献立を考えています♬
誰でも簡単に作れるお料理やお菓子を投稿していきます*\(^o^)/*
勿論味も美味しいですよ😆

良かったらチャンネル登録を宜しくお願いしますね😍💕
コメント頂けると大喜びします😆❤️

健康、美容オタクなので、なるべく添加物を使わずに作っているので
体に安心、安全ですよ！
あと、低カロリー、低糖質、低脂質も気をつけています。

糖尿病でカロリー制限のある方、ダイエット中の方、脂質制限がある方にもオススメです🤩

私自身もダイエットに成功しました😆

身長165cm   体重　58.4kg
　　　　　　　　　　⬇️
　　　　　　　　　52.kg

ダイエット頑張ってる方のお役に立てるメニューがあると嬉しいです☺️❣️

是非チャンネル登録を宜しくお願いしますね😍💕
コメントも宜しくお願いします🤩


Anyone can post dishes and sweets that can be easily cooked☺️❣️

I use low calorie, low fat food

It is also recommended for people with diabetes and lipid restriction☺️❣️",2019-12-08T05:24:55.318113Z,333354,0,True,88
UCbVQGCsMcqC3q7OtX8iXy9Q,しらスタ【歌唱力向上委員会】,"『しらいしスタジアム』通称『しらスタ』
ボーカルトレーナーが運営！
ハッピーに歌が上手くなりたい人のためのチャンネルです✨

Twitter 
https://twitter.com/ryo_shiraishi

Instagram
https://instagram.com/shiraishi_stadium",2013-03-13T12:50:52Z,160524039,1200000,False,266
UCeWgkShxNBKYFUbGxQepRhg,kokoro century,"いま、様々な情報が溢れています。そして、敏感な方は何かしら感じているのでしょう。その中でどんな情報が今の自分にピッタリなのか？
それは、全くの自由で個々に判断するべきなのでしょう。
ここでは、様々な情報をランダムにお伝えしようと思っています。

スピリチュアルとか、また特定の宗教によるものではなく、素直に我々人類へのMESSAGEとして考えています。
正直、未来の事など予言もどきな事は信じていません。が、変化の時代であることは感じています。
どうなるか？楽しみです。
動画を作成する際に気をつけていることは、ナレーションを聞きやすく、通勤（電車の中で）や、ジョギングしながら、また、家事をしながらなど聞くだけで伝わるように、ナレーションの”間”やイントネーションなどを自然な感じにと気をつけています。また、元記事のエネルギーを壊すことなく、また、そのまま伝わるようにと考えています。また、私的には特定の宗教などに影響されることなく自由な想いで作成しております。（私自身は無宗教ですが・・・信じる心は強くあります）
動画をご覧になって、何かご意見やご感想がありましたら、コメントをいただければ作成の励みになります！よろしくお願いいたします。

どうぞ、お好きなMESSAGE、今の自分にピンッ！とくるメッセージがあったら幸いです。",2015-07-29T05:19:56Z,17581981,0,True,784
UCjDjPDYWE2wnpXkRXOhbEXQ,かざりぷろじぇくと,"元自衛官タレント「かざり」(Kazari)の公式YouTubeチャンネルです🌸やぁ！
毎週２０時にアップしていますのでぜひチャンネル登録よろしくお願いします！
instagramやtwitterもフォローしてくださると嬉しいです☺️

🌸かざり(Kazari)プロフィール🌸
三重県出身。2月25日生まれ。
日本大学芸術学部デザイン学科卒業後、陸上自衛隊で勤務。
「恐ろしく美しい元自衛官」として、タレント、女優、モデルとして活動。
自衛隊の広報活動やCM,映画等国内外を問わず活動中。
趣味はデザイン、コスプレ、絵を描く。
特技はソフトテニス、モールス信号。

🌸出演🌸
2020年映画「ビューティフルドリーマー」本広克行監督作品
「カザリ」役
2020年10月放送「Nスタ」出演
2019年10月放送「スクール革命！」出演
2018年アームズマガジン5月号表紙グラビア
フォトテクニックデジタル6月号表紙グラビア
防衛省・自衛隊自衛官募集ポスターモデル
新東京自動車教習所CM出演
など

🔻お仕事のご依頼は、公式サイトの
「Contact お問い合わせ」よりお願い致します。
公式サイト
https://kazariproject.com/

▼ファンレター・プレゼント宛先🌸
〒106-6131
東京都港区六本木6-10-1 六本木ヒルズ森タワー31F
AnyMind Japan株式会社 AnyMind CreatorsNetwork事業部 かざりぷろじぇくと　宛
※生モノ、危険物、現金などはご遠慮ください

#かざりぷろじぇくと　#自衛隊　#女性自衛官
(c)2019かざりぷろじぇくと",2017-12-23T01:10:27Z,15429885,209000,False,94
UCbX0JCiaGan28CytNR9jUig,あみんこちゃんねる,"１男６女♡７児ママ(о´∀`о)
母ちゃん→３９、父ちゃん料理長してます🍳
１９歳，９歳，８歳，7歳，5歳，2歳，1歳
長女→自閉症，中度知的障がい
長男→先天性聴覚障害です

  ♡あみんこちゃんねる♡開設→2018.09.25
           ♡YouTube 初投稿→2018.10.03♡
チャンネル登録者様♩     100人→2018.10.13
チャンネル登録者様♩   1000人→2018.10.18
チャンネル登録者様♩   5000人→2018.11.07
チャンネル登録者様♩   6000人→2018.12.01
チャンネル登録者様♩   7000人→2019.01.29
チャンネル登録者様♩   8000人→2019.04.12
チャンネル登録者様♩   9000人→2019.06.22
チャンネル登録者様♩10,000人→2019.09.15
チャンネル登録者様♩11,111人→2019.11.12
チャンネル登録者様♩15,000人→2020.02.05
             ♡2019.07.01 株式会社kiii所属♡
                    2020.01.18 開業しました。

ファンレター・プレゼントの宛先はこちら
※2020年6月1日
青葉台タワーより新事務所に移転しました
‪(※生物、冷蔵便は受け取りができません)‬

‪〒150-0031‬
‪東京都渋谷区桜丘町20-1‬
‪渋谷インフォスタワー17階‬
‪「株式会社Kiii cube あみんこちゃんねる宛‬」

■お仕事のご依頼等
cube@kiii.co.jp

■Kiii HP
https://kiii.co.jp/cube/

■Kiii YouTubeチャンネル
https://www.youtube.com/c/KiiiJAPAN

Instagram，あみんこちゃんねる♡
http://www.instagram.com/ima.ami.love.0517/

メール📩
love_0517_1214@yahoo.co.jp

🇨🇳🐼
你好。
初次見面。一直以来非常感谢。
我今天想要笑一笑😊💓

thank you for watching
please Subscribe!!

aminko channel運営，あみんこ母ちゃん",2018-09-25T08:23:10Z,7862440,19600,False,407
UCmBaqGodI5aMWa9Yqcb69GA,成羽亭 NARIWATEI,"いらっしゃいませ！　B‐YouTuberの『成羽亭』と申します。

METALとEATそしてTRAININGを愛し、そして中心に据えた活動をしてまいります。
そしてそれらを通じて自分を、人をHAPPYにしていきたいと考えます。
だって他人を笑顔にすることほど、お互いに満たされることってないと思っているからです。
よろしくお願いいたします！

アラフィフではありますが、まだまだ心の火は消えていないです。
もし同年代の方で“根拠なき自信喪失”をしているとしたら、そのような方なも「一緒に頑張ってみよう！」と思われるような活動をしていきたいと思います。
だってボクにできることならば、きっと誰にだってできると信じているからです！

成羽亭プロフィール
１９７１年１０月６日生まれ
出身：岡山県(成羽亭の成羽は故郷の町の名前です)

そしてYouTubeだけではなく
Twitter
Instagram
アメブロ(始めたばかり)
も同じく成羽亭の名でやっています。
これから模索しながらですが大ブレイクを狙っています！

『人は心を置いた場所へしか行くことはできない、ならば心は詩泡汗な場所に置かなくちゃならない』
ボクの作った大好きな言葉を胸に頑張っていきます！",2019-09-01T13:16:12Z,8062,522,False,69
UCfI76RjxffQJfXSVDzsQI8w,ゆみチャンネル,"2020年6月1日、37歳になった瞬間からYouTubeを始めました！
本名は弓田秀明。
よく「ゆみた」と読まれますが「ゆみだ」が正解ですｗ
このチャンネルではだれでも簡単に作れる”ズボラ飯”や故郷・北海道のお取り寄せ商品などを楽しく紹介していけたらと思ってます♪",2020-06-01T00:35:32.921424Z,36960,373,False,112
UC_QSFfvxoXLI1eZmP1shaOg,Victoryにゃお,"初めまして♪＆いつも見ていただいてる方、ありがとうございます！！我が家で飼っている動物たちの画像を中心にアップさせていただいております！(*^_^*)
これらを見たら、アナタもきっと飼いたくなるでしょうね！(^_^)v
（特にジャンガリアンハムスター、セキセイインコとウサギの動画には自信あり！！）
あえて動画は特に編集しておりません！ありのままの姿をお楽しみください！(^_^;)
（過去の投稿動画もぜひ覗いてみてください！３０秒～６０秒の短めの動画が多いので、気軽に見ていただければ幸いです！）
その他、おもしろい動画、興味深いと思われる動画、貴重な動画も投稿していきます！
（なかには、つまらない・・・しょうもない動画もあると思いますが・・・（汗））
ついでに、、、鳥取県在住の田舎モノなのですが・・・地元ネタもドンドン投稿させていただきます！
ぜひ最後まで、観ていってくださいねっ！
気に入っていただけましたら、ぜひぜひチャンネル登録をお願いします！！m(_ _)m
（相互登録もぜひお願いします！）",2017-05-21T14:40:14Z,871791,1360,False,2401
UC_dylCNlywDT7OHohc1hQrQ,ゆるーくKitchen,"料理は苦手というあなた！料理は難しく作るのが正しくはないと思います(持論)簡単に手を抜いて美味しく！なのでレンジ調理、簡単料理、誰にでもできるをコンセプトに展開していくぅー！時には正統！低糖質、病院食なども作っていきます！可愛いねことカッパのイラストとともに頑張りますので応援してね😊
体調の変化により更新頻度は変化します。
軽食は7:00～ お菓子動画は13:00～15:00 主は16:00～の更新が多いかな
22時より雑談LIVE配信しております。
チャンネル登録よろしくお願いします。

Twitter:@agri_ok_g_noch",2019-02-14T09:47:15Z,14135,951,False,66
UCy0wWb2hkv9BwwhuhzKtd9A,スクープTV パチスロパチンコ実戦動画,"パチンコ・パチスロ動画サイト【スクープTV】公式YouTubeチャンネルです！
皆様に「面白い！」と言っていただけるパチンコ・パチスロ実戦動画を配信して参ります！


スクープTV公式サイト　http://scooooooop.tv/
スクープTVTwitter   @ScoooooooPtv


＜スクープTVメンバー＞
・寺井一択　Twitter @terai_ScooP
・もっくん　Twitter@mokkun_scooptv 
・ゆきひこ　Twitter@yukihiko_scoop

【メンバーシップ 始めました！】
限定動画や豪華コラボ配信予定！LIVE配信も!?
http://scooooooop.tv/membership


【寺井ちゃんねる も宜しくお願いします！】
YouTuber寺井一択の新たな挑戦！
寺井ちゃんねる：https://bit.ly/2K6bZr3


※フォロー宜しくお願い致します！

＜見応えある番組が目白押し！人気配信番組のご紹介＞
・寺井一択の寺やる！！（出演：寺井一択）
パチスロ業界でNO.1を目指し、寺井一択が壮大な目標に向かって突き進む
姿を描いた「パチスロヒューマンドラマ」。

・スロッちょ！(出演：もっくん)
日本一スロットが上手い男（自称）もっくんが、
日本一を証明する！業界内外のライバルたちに勝利せよ！

・ゆき☆ドル
見た目は「普通」！中身も「普通」！でも気持ちは「パチスロアイドル」！
「歌って踊って打てるアイドル」を目指し「ゆきひこ」が大変身！？

・ライターの流儀
パチンコ・パチスロに「こだわり」を持つ
著名なライター陣やパチンコ・パチスロタレントの実戦に密着！
普段は見られない意外な一面や、勝ち方を大公開！


【ScooP!ランキング】
全国優良ホールで、実戦取材・収録を行っているScooP!tvだからこそ可能な
ホール徹底取材企画！見れば打ちに行くべきホールが丸分かり！？
今すぐサイトをチェック！
→　http://scooooooop.tv/ranking",2012-03-05T06:06:38Z,533239744,469000,False,3022
UCbZIBWIHPZyr0tWXHIQMQfw,Cemre KarahasaN,"Merhaba Ben Cemre : 6 Yaşındayım
Oyun Oynamayı , Dans Etmeyi Çok Severim.
Babamla Oynadığım Oyunlar Ve Müzik Eşliğinde Yaptığım Dans Videolarımı Sizlerle Paylaşacağım
Videolarımı İzledikten Sonra Kanalıma Abone Olursanız Çok Sevinirim
",2015-10-01T21:50:30Z,27868064,27300,False,184
UCdbQXydu3XspDyuffgCF70g,舞者罗天 Dancer LuoTian,"【舞者罗天】官方频道  欢迎订阅：http://rrd.me/fX3sr
罗天，中国青年舞者。
大学进入北京舞蹈学院学习汉唐古典舞，2015年留学美国学习芭蕾舞，2016年加入北京现代舞团，2019年参加《舞蹈风暴》。",2018-05-21T02:55:12Z,141085,1040,False,27
UCwe6YZ8szWH5JgaAxhn_Rxg,ゆたぽんマイクロ料理人,"マイクロフード。
それはさすらいのマイクロ料理人「ゆたぽん」が作る実際に食べられるミニチュア料理です。
https://www.instagram.com/ponyutagram/",2015-01-18T17:10:17Z,16334,0,True,518
UCeoOLJ7-hfyd8B3D8FPtpaQ,無添加料理人しのちゃん,"栃木県宇都宮市でKitchenSasazukaという無添加のレストランをやっています❗️ お家でも簡単に出来る無添加料理を楽しく簡単にご紹介いたします。　
料理は楽しくやるから上手くなる！
　　　　　https://www.facebook.com/sasazuka27/
　　　　　https://www.instagram.com/sasazuka27/
                   https://ameblo.jp/sasazuka27/
　　　　　https://lin.ee/5IEzjSx",2019-08-15T10:04:31Z,4938,382,False,40
UCg4nOl7_gtStrLwF0_xoV0A,SeikinTV,"【SEIKIN（セイキン）プロフィール】
動画クリエイター / シンガーソングライター
ジャンルにとらわれない幅広い内容の動画を数多く配信している動画クリエイター。
また、実の兄弟音楽ユニット「HIKAKIN & SEIKIN」のヴォーカル兼、作詞作曲を自ら手掛けている。",2012-01-29T16:53:15Z,3488104050,3920000,False,1757
UC4UBNVEMezIM11WaBmnRTHg,DAIガレージ,ＤＡＩのガレージ（倉庫）でいろんな事に挑戦していきたい、また、ＤＡＩの関連にいる、かわいい、ペットたちも一緒にたのしい、ガレージライフができたら、とても、面白い事ができるんじゃないかな、わくわく、しています、どうぶつ好きな皆さん、たのしい事大好きな皆さん、応援よろしくお願いいたします、あ、それと、小さいけど農園もあります。,2018-06-22T23:33:21Z,273282,1520,False,96
UCHGcyxqDF-5apEjF8CToowg,グルメ7!,"グルメ７！へようこそ！

概要欄をみて頂きありがとうございます。

このチャンネルは主に、

グルメ専門の動画をUPしています。
　
できる限り毎日更新致します。
宜しければチャンネル登録お願いします。",2018-09-04T15:22:37Z,3521,0,True,26
